original_ID_ENTITA,original_id_dataset_originale,original_nome_dataset,original_last_update,original_municipio,original_indirizzo,original_civico,original_codice_albero,original_data_origine,original_genere_albero,original_specie_albero,original_varieta_albero,original_diam_tronc_albero,original_diam_chiom_albero,original_h_m_albero,original_longitudine,original_latitudine,original_Location,original_categoria,original_Funzionante_antenna,original_Città,original_CAP,original_NIL,original_TARGA_bottega,original_ANNO_ISTITUZIONE_bottega,original_attivita_storica,original_ent_WDPOI,original_P1566_WDPOI,original_codice_panchina,original_descrizione_codice_panchina,original_codice_tavolo,original_descrizione_codice_tavolo,original_Fonte_NIL,original_Shape_Length,original_Shape_Area,original_entLabel_WDPOI,original_wikidata_POI,distance,formatted,lat,lon,name,housenumber,street,postcode,district,suburb,city,county,county_code,state,state_code,country,country_code,attribution,attribution_license,attribution_url
264,40.0,Nuclei d'Identità Locale (NIL) VIGENTI - PGT 2030,2021-02-12,,nan,,,2020-05-02,,,,,,,9.181961364439005,45.40110707519872,"(45.40110707519872, 9.181961364439005)",NIL,,,,RONCHETTO DELLE RANE,,,,,,,,,,Milano 2030 - PGT Approvato,2223.117187262569,188863.44696488025,,,27.433123255585087,"Via Pescara, 41, 20142 Milano MI, Italia",45.401059,9.182306,,41,Via Pescara,20142,Comune di Milano,Quartiere Gratosoglio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
278,536.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.18232880357469,45.4012041485202,"(45.4012041485202, 9.18232880357469)",fontana,,,20142.0,RONCHETTO DELLE RANE,,,,,,,,,,,,,,,7.669932385800715,"Via Pescara, 41, 20241 Milano MI, Italia",45.4011435,9.1823756,,41,Via Pescara,20241,,Municipio 5,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300,283.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.205637211124568,45.40135271621435,"(45.40135271621435, 9.205637211124568)",fontana,,,20141.0,PARCO DELLE ABBAZIE,,,,,,,,,,,,,,,5.613591588076268,"Via Camporgnago, 20241 Milano MI, Italia",45.4013904,9.2055295,Via Camporgnago,,Via Camporgnago,20241,,Municipio 5,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
654,196.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.180814581681114,45.40273866784504,"(45.40273866784504, 9.180814581681114)",fontana,,,20142.0,RONCHETTO DELLE RANE,,,,,,,,,,,,,,,21.059072343340915,"Via Manduria, 108/2, 20142 Milano MI, Italia",45.402915,9.180913,,108/2,Via Manduria,20142,Comune di Milano,Quartiere Gratosoglio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
997,39.0,Nuclei d'Identità Locale (NIL) VIGENTI - PGT 2030,2021-02-12,,nan,,,2020-05-02,,,,,,,9.20475550391715,45.40341224751581,"(45.40341224751581, 9.20475550391715)",NIL,,,,QUINTOSOLE,,,,,,,,,,Milano 2030 - PGT Approvato,6740.830820525122,1058525.104513821,,,107.80546320765713,"Via Quintosole, 20, 20241 Noverasco - Sporting Mirasole MI, Italia",45.402747,9.20576,,20,Via Quintosole,20241,Comune di Milano,,Noverasco - Sporting Mirasole,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1421,185.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.173368363426423,45.40542025151507,"(45.40542025151507, 9.173368363426423)",fontana,,,20142.0,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE,,,,,,,,,,,,,,,21.146318232127673,"Via Michele Saponaro, 37, 20142 Milano MI, Italia",45.405238,9.173291,,37,Via Michele Saponaro,20142,Comune di Milano,Quartiere Gratosoglio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
1777,263.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.172599073881306,45.407712165334665,"(45.407712165334665, 9.172599073881306)",fontana,,,20142.0,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE,,,,,,,,,,,,,,,32.40216965499571,"Via Michele Saponaro, 28, 20142 Milano MI, Italia",45.40751,9.172898,,28,Via Michele Saponaro,20142,Comune di Milano,Quartiere Gratosoglio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
2128,98.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.171111499979054,45.40921966566415,"(45.40921966566415, 9.171111499979054)",fontana,,,20142.0,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE,,,,,,,,,,,,,,,24.922364439964063,"Via Costantino Baroni, 106, 20142 Milano MI, Italia",45.409022,9.170961,,106,Via Costantino Baroni,20142,Comune di Milano,Quartiere Gratosoglio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
2466,85.0,Nuclei d'Identità Locale (NIL) VIGENTI - PGT 2030,2021-02-12,,nan,,,2020-05-02,,,,,,,9.205638763202876,45.41161839040252,"(45.411618390402516, 9.205638763202876)",NIL,,,,PARCO DELLE ABBAZIE,,,,,,,,,,Milano 2030 - PGT Approvato,33829.22146348793,13733840.504780184,,,86.8273886949193,"Via Giuseppe Ripamonti, 446, 20141 Noverasco - Sporting Mirasole MI, Italia",45.411609,9.206751,,446,Via Giuseppe Ripamonti,20141,Comune di Milano,,Noverasco - Sporting Mirasole,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
2487,41.0,Nuclei d'Identità Locale (NIL) VIGENTI - PGT 2030,2021-02-12,,nan,,,2020-05-02,,,,,,,9.171188127118214,45.41168829367425,"(45.41168829367425, 9.171188127118214)",NIL,,,,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE,,,,,,,,,,Milano 2030 - PGT Approvato,9810.649561205004,3316447.6607358987,,,4.698009090952777,"Via Costantino Baroni, 58, 20142 Milano MI, Italia",45.4116513,9.1712172,,58,Via Costantino Baroni,20142,,Gratosoglio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3001,3997.0,Wikidata,2024-07-31,,nan,,,,,,,,,,9.16254,45.41406,"(9.16254, 45.41406)",ponte pedonale,,MILANO,20084.0,,,,,http://www.wikidata.org/entity/Q111983396,,,,,,,,,ponte di via Gattinara,Si,0.1176691123650756,"Naviglio Pavese, 20084 Lacchiarella MI, Italia",45.29720448608248,9.141136248453606,Naviglio Pavese,,,20084,,,Lacchiarella,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3006,601.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.168980148637996,45.41407562216043,"(45.41407562216043, 9.168980148637996)",fontana,,,20142.0,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE,,,,,,,,,,,,,,,6.853205621498145,"Via Gratosoglio, 79, 20142 Milano MI, Italia",45.41405,9.16906,,79,Via Gratosoglio,20142,Comune di Milano,Quartiere Gratosoglio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
3101,16.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.16558916144177,45.41439341504125,"(45.41439341504125, 9.16558916144177)",fontana,,,20142.0,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE,,,,,,,,,,,,,,,17.89470553343397,"Via Gianluigi Banfi, 10, 20142 Milano MI, Italia",45.414398,9.16536,,10,Via Gianluigi Banfi,20142,Comune di Milano,Quartiere Gratosoglio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
3317,2829.0,Wikidata,2024-07-31,,nan,75,,,,,,,,,9.177289,45.41497,"(9.177289, 45.41497)",teatro,,MILANO,20142.0,,,,,http://www.wikidata.org/entity/Q120038127,,,,,,,,,Pim Off,Si,3.378282562805798,"Via Selvanesco, 75, 20142 Milano MI, Italia",45.4149579,9.1773287,,75,Via Selvanesco,20142,,Gratosoglio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3513,197.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.18019357517466,45.4153542727251,"(45.4153542727251, 9.18019357517466)",fontana,,,20142.0,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE,,,,,,,,,,,,,,,98.19598548250667,"Via Fratelli Fraschini, 22, 20142 Milano MI, Italia",45.415167,9.181423,,22,Via Fratelli Fraschini,20142,Comune di Milano,Quartiere Gratosoglio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
3947,3508.0,Wikidata,2024-07-31,,nan,,,,,,,,,,9.235879,45.416333,"(9.235879, 45.416333)",mulino,,MILANO,20139.0,,,,,http://www.wikidata.org/entity/Q112320028,,,,,,,,,Mulino dell'abbazia di Chiaravalle,Si,2.9096338934425683,"20139 Milano MI, Italia",45.4162669,9.2359255,,,,20139,,Chiaravalle,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
4100,186.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.172294824262254,45.41659653799173,"(45.41659653799173, 9.172294824262254)",fontana,,,20142.0,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE,,,,,,,,,,,,,,,36.28222557910216,"Via dell'Arcadia, 20, 20142 Milano MI, Italia",45.4169,9.172124,,20,Via dell'Arcadia,20142,Comune di Milano,Quartiere Gratosoglio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
4177,34.0,Nuclei d'Identità Locale (NIL) VIGENTI - PGT 2030,2021-02-12,,nan,,,2020-05-02,,,,,,,9.239611169055385,45.41674897816907,"(45.41674897816907, 9.239611169055385)",NIL,,,,CHIARAVALLE,,,,,,,,,,Milano 2030 - PGT Approvato,2927.6910444556493,309494.1899401473,,,7.246049952435356,"Via San Bernardo, 20097 Milano MI, Italia",45.4166409,9.2398374,Via San Bernardo,,Via San Bernardo,20097,,Chiaravalle,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
4439,2607.0,Wikidata,2024-07-31,,nan,14,,,,,,,,,9.173776,45.417121,"(9.173776, 45.417121)",complesso residenziale,,MILANO,20142.0,,,,,http://www.wikidata.org/entity/Q16593547,,,,,,,,,quartiere Missaglia,Si,16.045143559896665,"Via Vittorio Emanuele Orlando, 14, 20142 Milano MI, Italia",45.417,9.173888,,14,Via Vittorio Emanuele Orlando,20142,Comune di Milano,Quartiere Gratosoglio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
4661,475.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.239553358739158,45.417395497683714,"(45.417395497683714, 9.239553358739158)",fontana,,,20139.0,CHIARAVALLE,,,,,,,,,,,,,,,0.7679346855130862,"Via San Bernardo, 20097 Milano MI, Italia",45.4173665,9.2396166,Via San Bernardo,,Via San Bernardo,20097,,Chiaravalle,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
5076,386.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.23721490346462,45.418011754054085,"(45.418011754054085, 9.23721490346462)",fontana,,,20139.0,CHIARAVALLE,,,,,,,,,,,,,,,4.7523020924173425,"Via San Bernardo, 2, 20139 Milano MI, Italia",45.4180262,9.2371576,,2,Via San Bernardo,20139,,Chiaravalle,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
5952,537.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.180759073780642,45.41892526112996,"(45.41892526112996, 9.180759073780642)",fontana,,,20142.0,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE,,,,,,,,,,,,,,,95.76294172781387,"Via Nicola Romeo, 7, 20141 Milano MI, Italia",45.4180643,9.1807889,,7,Via Nicola Romeo,20141,,Gratosoglio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
8012,28.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.17846724235431,45.42062580870837,"(45.42062580870837, 9.17846724235431)",fontana,,,20142.0,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE,,,,,,,,,,,,,,,93.37442085645637,"Via Nicola Romeo, 4, 20142 Milano MI, Italia",45.419948,9.177761,,4,Via Nicola Romeo,20142,Comune di Milano,Quartiere Gratosoglio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
8782,47.0,Nuclei d'Identità Locale (NIL) VIGENTI - PGT 2030,2021-02-12,,nan,,,2020-05-02,,,,,,,9.157204243983252,45.42174119631634,"(45.42174119631634, 9.157204243983253)",NIL,,,,CANTALUPA,,,,,,,,,,Milano 2030 - PGT Approvato,5161.415348027854,926681.6847310886,,,0,"Cascina Cantalupa, Via del Mare, 20142 Milano MI, Italia",45.4219565,9.157227923412268,Cascina Cantalupa,,Via del Mare,20142,,Municipio 6,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
9406,32.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.179185797072693,45.42304429403183,"(45.42304429403183, 9.179185797072693)",fontana,,,20142.0,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,,,,,,,,,,,,,,,39.40651997310072,"Via dei Missaglia, 43 a 57, 20142 Milano MI, Italia",45.422702,9.179055,,43 a 57,Via dei Missaglia,20142,Comune di Milano,Conica Fallata,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
9526,86.0,Nuclei d'Identità Locale (NIL) VIGENTI - PGT 2030,2021-02-12,,nan,,,2020-05-02,,,,,,,9.141988761482349,45.42332091760225,"(45.42332091760225, 9.141988761482349)",NIL,,,,PARCO DEI NAVIGLI,,,,,,,,,,Milano 2030 - PGT Approvato,15376.638059138086,3623149.413644675,,,77.94116958769784,"Via Bardolino, 31, 20142 Comune di Milano MI, Italia",45.423383,9.140994,,31,Via Bardolino,20142,,Quartiere Sant Ambrogio,Comune di Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
10505,209.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.203953245225115,45.42477312253051,"(45.42477312253051, 9.203953245225115)",fontana,,,20141.0,VIGENTINO - Q.RE FATIMA,,,,,,,,,,,,,,,37.275147233969456,"Via Giuseppe Ripamonti, 292, 20141 Milano MI, Italia",45.424883,9.203502,,292,Via Giuseppe Ripamonti,20141,Comune di Milano,,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
10648,208.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.2017482762426,45.42491516093036,"(45.42491516093036, 9.201748276242599)",fontana,,,20141.0,VIGENTINO - Q.RE FATIMA,,,,,,,,,,,,,,,30.487450116825524,"Via Fra' Riccardo Pampuri, 9A, 20141 Milano MI, Italia",45.425179,9.201642,,9A,Via Fra' Riccardo Pampuri,20141,Comune di Milano,,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
10725,523.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.168494145100633,45.42498598563707,"(45.42498598563707, 9.168494145100633)",fontana,,,20142.0,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,,,,,,,,,,,,,,,1.889894987417905,"5495_58637, 20142 Milano MI, Italia",45.4249664,9.1684527,5495_58637,,5495_58637,20142,,Municipio 5,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
11199,352.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.1742157619493,45.42547734462765,"(45.42547734462765, 9.1742157619493)",fontana,,,20142.0,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,,,,,,,,,,,,,,,45.539515986957184,"Via Sant'Abbondio, 14, 20142 Milano MI, Italia",45.425179,9.173816,,14,Via Sant'Abbondio,20142,Comune di Milano,Conica Fallata,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
11346,524.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.166389002890249,45.425639861776766,"(45.425639861776766, 9.166389002890247)",fontana,,,20142.0,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,,,,,,,,,,,,,,,99.40734532071902,"Via Jan Palach, 14, 20142 Milano MI, Italia",45.425535,9.167654,,14,Via Jan Palach,20142,Comune di Milano,Quartiere Sant Ambrogio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
12692,2857.0,Wikidata,2024-07-31,,nan,11,,,,,,,,,9.25131,45.427083,"(9.25131, 45.427083)",chiesa,,MILANO,20097.0,,,,,http://www.wikidata.org/entity/Q119075342,,,,,,,,,chiesa di San Martino,Si,9.24126761258201,"Via Busseto, 11, 20097 Milano MI, Italia",45.4270815,9.2511916,,11,Via Busseto,20097,,Municipio 4,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
12702,2609.0,Wikidata,2024-07-31,,nan,15a,,,,,,,,,9.174356,45.427086,"(9.174356, 45.427086)","quartiere di Milano, complesso residenziale",,MILANO,20142.0,,,,,http://www.wikidata.org/entity/Q16593539,8977339.0,,,,,,,,quartiere Chiesa Rossa,Si,29.532463613070302,"Via Pietro Boifava, 15a, 20142 Milano MI, Italia",45.4273435,9.1742633,,15a,Via Pietro Boifava,20142,,Municipio 5,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
12763,2826.0,Wikidata,2024-07-31,,nan,17,,,,,,,,,9.174718,45.427129,"(9.174718, 45.427129)",teatro,,MILANO,20142.0,,,,,http://www.wikidata.org/entity/Q120038131,,,,,,,,,teatro Ringhiera,Si,7.696913186200769,"Via Pietro Boifava, 17, 20142 Milano MI, Italia",45.4270695,9.1747684,,17,Via Pietro Boifava,20142,,Municipio 5,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
12815,293.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.220138724377948,45.42716287048423,"(45.42716287048423, 9.220138724377948)",fontana,,,20141.0,PARCO DELLE ABBAZIE,,,,,,,,,,,,,,,0,"Nosedo, 4290_32286, 20139 Milano MI, Italia",45.425135,9.22167301420085,Nosedo,,4290_32286,20139,,Municipio 5,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
13162,660.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,4.0,nan,,,,,,,,,,9.251286399899218,45.42740018746535,"(45.42740018746535, 9.251286399899218)",fontana,,,20138.0,TRIULZO SUPERIORE,,,,,,,,,,,,,,,7.193407325654351,"Via Parma, 20097 Milano MI, Italia",45.4273917,9.2511276,Via Parma,,Via Parma,20097,,Municipio 4,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
13370,632.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.208998931541998,45.42755639382993,"(45.42755639382993, 9.208998931541998)",fontana,,,20141.0,VIGENTINO - Q.RE FATIMA,,,,,,,,,,,,,,,39.92153181237334,"Via Piero Bottoni, 13, 20141 Milano MI, Italia",45.427885,9.209205,,13,Via Piero Bottoni,20141,Comune di Milano,,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
13770,453.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.205381855251067,45.42786729595568,"(45.42786729595568, 9.205381855251067)",fontana,,,20141.0,VIGENTINO - Q.RE FATIMA,,,,,,,,,,,,,,,8.103619655697365,"Via Tomaso Albinoni, 20141 Milano MI, Italia",45.4279131,9.2051411,Via Tomaso Albinoni,,Via Tomaso Albinoni,20141,,Municipio 5,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
13804,592.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,6.0,nan,,,,,,,,,,9.153194726089213,45.42789685711077,"(45.427896857110774, 9.153194726089211)",fontana,,,20142.0,BARONA,,,,,,,,,,,,,,,56.976177725450526,"Via Cascina Bianca, 6, 20142 Milano MI, Italia",45.427449,9.15284,,6,Via Cascina Bianca,20142,Comune di Milano,Quartiere Sant Ambrogio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
13870,32.0,Nuclei d'Identità Locale (NIL) VIGENTI - PGT 2030,2021-02-12,,nan,,,2020-05-02,,,,,,,9.249242809414778,45.42794057917587,"(45.42794057917587, 9.249242809414778)",NIL,,,,TRIULZO SUPERIORE,,,,,,,,,,Milano 2030 - PGT Approvato,6923.734083161281,1389578.2319235853,,,8.59883468600936,"Via Rogoredo, 75, 20138 Milano MI, Italia",45.427911,9.249141,,75,Via Rogoredo,20138,Comune di Milano,Rogoredo,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
14165,432.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.169571844120789,45.4280988766507,"(45.4280988766507, 9.169571844120787)",fontana,,,20142.0,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,,,,,,,,,,,,,,,35.813348300572564,"Via Jan Palach, 12, 20142 Milano MI, Italia",45.428105,9.169113,,12,Via Jan Palach,20142,Comune di Milano,Conica Fallata,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
14638,22.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.169413861658612,45.428324083208906,"(45.428324083208906, 9.169413861658613)",fontana,,,20142.0,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,,,,,,,,,,,,,,,29.51625927280604,"Via Jan Palach, 8, 20142 Milano MI, Italia",45.428177,9.169099,,8,Via Jan Palach,20142,Comune di Milano,Conica Fallata,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
15782,602.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.16724416395137,45.42898827228794,"(45.42898827228794, 9.16724416395137)",fontana,,,20142.0,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,,,,,,,,,,,,,,,40.405043628060234,"Via Jan Palach, 6, 20142 Milano MI, Italia",45.428747,9.166857,,6,Via Jan Palach,20142,Comune di Milano,Quartiere Sant Ambrogio,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
16158,2825.0,Wikidata,2024-07-31,,nan,7,,,,,,,,,9.17981,45.429254,"(9.17981, 45.429254)",teatro,,MILANO,20142.0,,,,,http://www.wikidata.org/entity/Q120038134,,,,,,,,,Crt Salone,Si,23.773883262728685,"Via Ulisse Dini, 7, 20142 Milano MI, Italia",45.429088,9.179618,,7,Via Ulisse Dini,20142,Comune di Milano,Conica Fallata,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
16624,38.0,Nuclei d'Identità Locale (NIL) VIGENTI - PGT 2030,2021-02-12,,nan,,,2020-05-02,,,,,,,9.201806599534502,45.42952128200487,"(45.42952128200487, 9.201806599534502)",NIL,,,,VIGENTINO - Q.RE FATIMA,,,,,,,,,,Milano 2030 - PGT Approvato,6479.236347843676,1853163.4059392265,,,39.0201502194967,"Via Monti Sabini, 11, 20141 Milano MI, Italia",45.4296718,9.2013549,,11,Via Monti Sabini,20141,,Municipio 5,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
16989,116.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.196182800639711,45.42975496830806,"(45.42975496830806, 9.196182800639711)",fontana,,,20141.0,VIGENTINO - Q.RE FATIMA,,,,,,,,,,,,,,,64.92705239423793,"Via Cascina Belcasule, 19, 20141 Milano MI, Italia",45.430328,9.196023,,19,Via Cascina Belcasule,20141,Comune di Milano,Vigentino,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
17315,42.0,Nuclei d'Identità Locale (NIL) VIGENTI - PGT 2030,2021-02-12,,nan,,,2020-05-02,,,,,,,9.178438377136954,45.42994039575586,"(45.42994039575586, 9.178438377136954)",NIL,,,,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,,,,,,,,,,Milano 2030 - PGT Approvato,8831.94039737697,3232115.172917188,,,5.394474422954839,"Piazza Abbiategrasso, 20142 Milano MI, Italia",45.4299063,9.1783892,Abbiategrasso,,Piazza Abbiategrasso,20142,,Municipio 5,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
17343,29.0,Vedovelle (fontanelle) nel Comune di Milano,2024-07-08,5.0,nan,,,,,,,,,,9.17340251300423,45.429952873141765,"(45.429952873141765, 9.17340251300423)",fontana,,,20142.0,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,,,,,,,,,,,,,,,23.93787264122522,"Via San Giacomo, 2, 20142 Milano MI, Italia",45.430072,9.173147,,2,Via San Giacomo,20142,Comune di Milano,Conica Fallata,Milano,Milano,MI,Lombardia,LOM,Italia,it,© OpenAddresses contributors,BSD-3-Clause License,
